BrazoDerecho,HombroDerecho,HombroHombroManoDerecha,CaderaHombroDerechoManoIzquierda,BrazoIzquierdo,HombroIzquierdo,HombroHombroManoIzquierda,CaderaHombroIzquierdoManoDerecho,Posicion
269.15156645337913,102.47896256008721,323.48433428834403,39.399983297862406,184.6258176790414,336.06867765127834,24.1035848988589,334.47506680866263,Enfrente
278.65064704241917,66.89965029436998,357.27221933712707,45.76697313962642,189.47129032099022,337.29803156441716,28.69135758947831,312.46679885062514,Enfrente
46.19348942398204,69.09101739170654,23.6862920085745,41.098511416373036,184.75637654209473,339.8212115255795,30.119633861708923,312.89616296261744,Enfrente
171.2356130495186,21.50444024081306,29.923018061671453,39.045749328267135,181.94035321225243,340.84113580771293,30.6720160981569,324.3545084201759,Inicio
176.7791246402459,21.05132585941881,30.158939839654494,40.8237291407461,185.66093095733507,340.6561213908638,31.978306878249825,320.17119813383306,Inicio
159.6210321521418,22.856013505372978,33.83099987768995,42.11822697531237,196.64124045973008,335.704559180817,33.76891074995213,318.84178837943364,Inicio
183.68321611086168,23.35225148397949,27.262847142730536,44.82661097772311,179.73770497305705,338.2299128166754,27.26063697811268,313.5203368040552,Inicio
175.73045647564533,22.69292274414774,28.863577838726094,43.0051163164632,182.98207571801007,340.24623644167735,31.106720640558464,320.77253683095637,Inicio
175.73045647564533,22.69292274414774,28.863577838726094,43.0051163164632,182.98207571801007,340.24623644167735,31.106720640558464,320.77253683095637,Inicio
171.5461961209238,27.565443042277536,28.849819521943854,32.900297551434974,184.4891198078019,334.926628791562,28.2406120427235,326.0596298317563,Inicio
162.38069293016153,20.499080815272368,36.255560703925646,44.090355809396776,192.96378775022498,343.5324258631102,35.29209678064696,313.49043005036833,Inicio
167.70663388960597,23.407931539212736,29.612777324597104,40.602949840027414,187.67705770579542,337.854468268191,29.64852327109875,320.00752051508533,Inicio
171.7123772020739,20.996361433895448,32.548291148809014,36.166221280566326,186.48957634548154,341.03941657062035,32.60037729227101,323.65011727247224,Inicio
174.03924939113438,15.742905635643368,34.988412566265595,46.89929995679885,189.61519212146337,342.5691768650212,33.42234690507438,308.53317902186046,Inicio
182.85419017177404,96.43338800543779,2.130705606317091,43.924515179060705,195.80058390415394,331.105120169334,26.639594652732228,329.229186125001,Izquierda
198.17734611862795,67.23522457238221,10.264257007104684,47.55293678134496,187.58534493605103,343.16264678107945,29.90311948430202,324.0047612086164,Izquierda
193.44868678739857,90.92843601900007,2.2997317752053057,45.607331108018094,179.9312290510473,341.3486843501244,29.621276125937648,330.44518762842733,Izquierda
193.44868678739857,90.92843601900007,2.2997317752053057,45.607331108018094,179.9312290510473,341.3486843501244,29.621276125937648,330.44518762842733,Izquierda
182.9442279128089,95.16271547463373,2.2112938559298714,39.898692380145064,169.20398150912283,277.05655669402626,2.9401277556334473,325.4732264417787,Izquierda
193.79086689736098,80.95092285715808,6.557482627754704,48.419990026588444,189.1117145213329,334.20305958935194,29.102230248179087,327.2669170926792,Izquierda
191.27948747437523,88.46343142155933,4.847507225249531,41.61229003510468,182.0587205905232,338.21217856464426,22.61085049983752,328.74620112341154,Izquierda
